,User ID,Age,Gender,Height (cm),Weight (kg),Workout Type,Workout Duration (mins),Calories Burned,Heart Rate (bpm),Steps Taken,Distance (km),Workout Intensity,Sleep Hours,Water Intake (liters),Daily Calories Intake,Resting Heart Rate (bpm),VO2 Max,Body Fat (%),Mood Before Workout,Mood After Workout
1685,691,42,Female,177,77,Cardio,98,604,126,15798,11.52,Medium,6.8,1.9,1659,80,38.4,28.5,Tired,Neutral
1686,883,24,Male,189,69,Running,110,151,161,1572,12.35,Low,7.3,1.9,2707,66,38.4,28.5,Neutral,Energized
1687,2882,59,Female,198,68,Yoga,96,735,138,5665,2.59,Medium,8.1,1.9,3640,88,38.4,28.5,Happy,Fatigued
1688,4157,34,Female,187,86,Strength,11,996,166,10541,15.0,Medium,6.7,1.9,2221,66,38.4,28.5,Happy,Energized
1689,2477,51,Male,199,106,Running,63,840,114,12922,4.92,Medium,7.9,1.9,1699,50,38.4,28.5,Stressed,Neutral
1690,6644,24,Female,193,55,Running,103,920,134,16997,12.12,Low,7.2,1.9,2984,79,38.4,28.5,Happy,Fatigued
1691,1370,39,Female,160,61,Cardio,89,255,103,15369,3.45,High,9.7,1.9,1567,85,38.4,28.5,Stressed,Neutral
1692,9783,52,Male,156,77,Strength,29,100,93,19274,12.74,Low,5.3,1.9,2523,76,38.4,28.5,Happy,Fatigued
1693,1229,20,Male,177,67,Cardio,57,283,93,19003,5.99,Low,8.0,1.9,2747,87,38.4,28.5,Tired,Energized
1694,2152,41,Male,186,119,Yoga,72,231,91,8286,6.22,High,8.5,1.9,3659,62,38.4,28.5,Happy,Neutral
1695,8628,19,Male,184,72,Running,70,258,114,3954,1.52,High,9.6,1.9,2860,88,38.4,28.5,Happy,Energized
1696,5071,58,Female,165,117,Cardio,61,931,114,9804,6.8,Medium,6.5,1.9,3394,62,38.4,28.5,Happy,Neutral
1697,4415,48,Female,170,117,Cycling,82,788,145,10260,3.49,Medium,8.4,1.9,3227,70,38.4,28.5,Stressed,Energized
1698,1906,28,Male,194,61,Yoga,72,402,169,18205,1.35,High,6.5,1.9,2730,64,38.4,28.5,Neutral,Neutral
1699,5133,29,Male,189,74,Strength,47,262,113,8122,7.47,Low,7.4,1.9,1734,82,38.4,28.5,Stressed,Fatigued
1700,7887,56,Female,174,50,Strength,104,750,173,8882,14.28,High,8.5,1.9,3941,72,38.4,28.5,Happy,Neutral
1701,2100,34,Female,186,85,Yoga,29,656,151,8844,9.1,Medium,8.3,1.9,2976,64,38.4,28.5,Tired,Energized
1702,3961,19,Male,168,108,Running,88,372,129,5076,10.44,High,10.0,1.9,2066,74,38.4,28.5,Stressed,Neutral
1703,6995,53,Male,159,89,Yoga,47,571,167,11231,11.06,Low,8.5,1.9,2103,82,38.4,28.5,Tired,Neutral
1704,937,22,Male,177,71,Yoga,79,216,165,18892,7.63,Low,7.0,1.9,3096,63,38.4,28.5,Stressed,Fatigued
1705,105,56,Female,189,104,HIIT,27,600,177,14077,10.62,Low,6.9,1.9,3507,66,38.4,28.5,Neutral,Energized
1706,566,27,Female,169,113,HIIT,33,528,167,17147,12.88,Low,9.9,1.9,1761,79,38.4,28.5,Neutral,Energized
1707,9530,50,Male,181,81,Cardio,82,804,129,18486,10.05,Low,5.4,1.9,1963,52,38.4,28.5,Happy,Fatigued
1708,415,39,Male,189,50,HIIT,78,610,150,12495,7.31,Low,4.2,1.9,2207,86,38.4,28.5,Tired,Fatigued
1709,9418,58,Female,178,109,HIIT,56,126,177,16952,4.68,High,6.5,1.9,3326,77,38.4,28.5,Happy,Energized
1710,8331,52,Male,157,83,Cardio,118,305,179,19089,2.59,Low,7.4,1.9,1579,69,38.4,28.5,Neutral,Neutral
1711,7074,33,Male,189,67,Running,60,599,127,18832,4.68,Low,5.2,1.9,2474,87,38.4,28.5,Stressed,Neutral
1712,2672,40,Male,192,71,Yoga,85,605,110,11843,14.5,Medium,5.2,1.9,3022,71,38.4,28.5,Neutral,Energized
1713,7998,59,Female,175,87,Yoga,108,717,125,14486,1.69,Low,10.0,1.9,1556,56,38.4,28.5,Stressed,Energized
1714,2741,30,Male,164,116,Strength,13,492,154,15573,1.05,High,9.7,1.9,1983,54,38.4,28.5,Stressed,Energized
1715,9702,29,Male,167,57,HIIT,29,166,161,2054,2.95,High,8.1,1.9,3768,57,38.4,28.5,Neutral,Energized
1716,6184,51,Male,186,90,HIIT,93,821,151,7319,8.49,High,7.6,1.9,2533,73,38.4,28.5,Stressed,Neutral
1717,9569,34,Female,158,81,Yoga,39,469,148,12800,1.52,Low,8.0,1.9,2765,51,38.4,28.5,Neutral,Neutral
1718,7358,48,Male,172,96,Cardio,67,321,163,5573,8.11,High,5.2,1.9,2287,53,38.4,28.5,Stressed,Fatigued
1719,8324,44,Female,171,97,Strength,70,684,123,9711,7.49,Medium,4.8,1.9,3175,71,38.4,28.5,Happy,Fatigued
1720,2363,42,Female,162,73,Running,81,168,91,6595,3.29,High,7.8,1.9,2878,56,38.4,28.5,Neutral,Energized
1721,964,56,Female,151,109,Strength,87,370,166,13111,12.78,Low,4.7,1.9,2097,59,38.4,28.5,Tired,Energized
1722,6826,46,Female,196,68,Cardio,69,289,139,12461,9.53,Low,7.1,1.9,2867,56,38.4,28.5,Tired,Neutral
1723,2148,53,Male,179,66,Yoga,55,507,83,12711,9.55,Low,9.8,1.9,3862,80,38.4,28.5,Happy,Neutral
1724,9958,26,Male,159,93,HIIT,117,837,105,4522,8.43,Low,4.5,1.9,3423,66,38.4,28.5,Tired,Fatigued
1725,8153,41,Female,195,60,Cardio,29,194,175,3895,2.43,Medium,7.4,1.9,3219,54,38.4,28.5,Stressed,Energized
1726,2485,51,Male,188,57,Cardio,68,626,112,16359,2.84,Medium,8.9,1.9,2617,74,38.4,28.5,Tired,Neutral
1727,9085,26,Male,173,116,Strength,44,156,176,9561,2.03,High,6.5,1.9,2207,61,38.4,28.5,Tired,Neutral
1728,47,56,Male,187,87,HIIT,80,872,124,3864,6.06,High,9.8,1.9,1592,54,38.4,28.5,Stressed,Fatigued
1729,660,26,Female,194,104,HIIT,89,316,128,10077,9.29,High,8.0,1.9,1818,51,38.4,28.5,Neutral,Energized
1730,1272,58,Female,184,118,Running,107,131,92,6289,3.51,Low,6.8,1.9,3345,81,38.4,28.5,Happy,Fatigued
1731,6789,39,Male,194,58,Cycling,83,107,94,10395,5.14,High,6.2,1.9,3586,64,38.4,28.5,Tired,Neutral
1732,1410,25,Female,184,68,Cardio,39,540,162,18097,11.32,Low,4.0,1.9,1663,64,38.4,28.5,Neutral,Neutral
1733,8100,33,Male,197,87,Running,109,385,136,6379,12.89,High,5.6,1.9,3286,55,38.4,28.5,Happy,Energized
1734,5731,25,Female,174,56,Strength,51,253,131,16024,6.62,High,6.2,1.9,1684,60,38.4,28.5,Neutral,Neutral
1735,153,52,Female,198,111,Cycling,82,508,90,5978,14.44,Medium,5.1,1.9,3708,60,38.4,28.5,Neutral,Energized
1736,4089,34,Female,185,70,HIIT,90,543,112,10700,6.87,Low,7.4,1.9,3562,78,38.4,28.5,Tired,Neutral
1737,7454,51,Male,152,61,Strength,111,407,138,18098,11.5,Medium,8.8,1.9,2473,67,38.4,28.5,Happy,Energized
1738,6622,54,Female,190,77,Cardio,41,852,166,1982,6.38,Medium,6.5,1.9,3294,63,38.4,28.5,Neutral,Neutral
1739,8391,22,Male,169,112,Running,68,819,104,8081,4.75,Medium,6.8,1.9,3560,84,38.4,28.5,Tired,Fatigued
1740,1384,45,Female,180,104,Cardio,28,451,140,5614,10.79,Medium,6.6,1.9,2865,86,38.4,28.5,Tired,Energized
1741,9781,46,Female,161,67,HIIT,40,917,107,11170,5.76,High,8.1,1.9,2777,66,38.4,28.5,Tired,Fatigued
1742,2064,20,Other,186,114,Cardio,112,408,115,8616,12.23,Low,8.4,1.9,2341,89,38.4,28.5,Happy,Energized
1743,5560,38,Male,169,60,Cycling,69,475,137,16352,8.31,Low,9.6,1.9,1894,66,38.4,28.5,Tired,Energized
1744,436,52,Male,187,97,Cardio,49,717,95,14206,1.36,High,4.9,1.9,2627,64,38.4,28.5,Stressed,Neutral
1745,3032,52,Female,179,63,HIIT,52,273,133,15121,2.66,Low,4.2,1.9,2993,73,38.4,28.5,Stressed,Energized
1746,5319,38,Female,158,86,HIIT,12,137,115,4644,3.86,Low,9.3,1.9,2343,81,38.4,28.5,Neutral,Neutral
1747,4025,48,Male,151,71,Cycling,62,683,168,9609,7.57,Low,9.5,1.9,3298,54,38.4,28.5,Neutral,Neutral
1748,7328,52,Female,188,57,Strength,103,660,163,19307,10.58,Medium,9.3,1.9,3377,66,38.4,28.5,Stressed,Energized
1749,651,31,Female,155,80,Running,21,246,131,1277,3.77,Medium,4.4,1.9,2186,58,38.4,28.5,Stressed,Neutral
1750,4498,31,Male,161,117,HIIT,100,293,166,6961,14.49,Medium,9.4,1.9,2384,82,38.4,28.5,Stressed,Neutral
1751,4501,43,Female,191,66,Strength,52,496,122,8037,10.03,Low,6.2,1.9,2536,62,38.4,28.5,Stressed,Energized
1752,6082,31,Female,154,61,Cycling,36,926,153,7066,7.89,High,5.3,1.9,3432,69,38.4,28.5,Stressed,Energized
1753,1707,49,Female,158,107,Yoga,18,690,127,8699,9.67,High,9.6,1.9,2760,52,38.4,28.5,Stressed,Neutral
1754,433,50,Female,161,106,Cardio,49,423,95,18173,14.99,Low,5.7,1.9,2765,69,38.4,28.5,Tired,Energized
1755,8316,32,Male,155,116,Strength,21,597,178,15414,1.4,High,7.8,1.9,3067,56,38.4,28.5,Neutral,Energized
1756,1426,36,Male,185,76,Cardio,109,835,179,19842,12.79,Medium,7.6,1.9,3554,67,38.4,28.5,Stressed,Neutral
1757,8397,50,Female,151,104,Strength,65,101,167,6205,14.02,High,5.4,1.9,2764,58,38.4,28.5,Stressed,Energized
1758,5853,33,Male,177,75,Cardio,19,135,172,11545,6.72,Low,9.6,1.9,3962,63,38.4,28.5,Stressed,Energized
1759,8092,32,Female,151,102,HIIT,64,880,88,16413,6.94,Low,9.3,1.9,3875,87,38.4,28.5,Stressed,Energized
1760,96,47,Female,199,83,Cycling,92,434,156,7092,2.47,Medium,7.2,1.9,2740,71,38.4,28.5,Neutral,Fatigued
1761,9333,56,Female,152,77,Running,109,244,147,1267,3.9,High,9.3,1.9,2927,60,38.4,28.5,Stressed,Energized
1762,6213,43,Male,160,116,Cycling,85,387,178,5509,10.15,Medium,6.6,1.9,1837,53,38.4,28.5,Happy,Neutral
1763,2130,45,Male,191,107,Cycling,111,923,123,4212,2.72,High,9.4,1.9,3306,62,38.4,28.5,Stressed,Neutral
1764,7285,47,Female,150,110,Cycling,66,810,106,16547,9.58,Low,9.6,1.9,3684,70,38.4,28.5,Happy,Neutral
1765,7738,36,Male,183,94,Cardio,106,955,87,19495,7.74,High,5.1,1.9,1631,79,38.4,28.5,Tired,Energized
1766,7244,32,Female,184,98,Cycling,12,863,170,8098,12.3,High,6.6,1.9,1956,66,38.4,28.5,Stressed,Energized
1767,1510,31,Female,174,69,Running,89,620,132,15609,1.49,High,8.5,1.9,1575,51,38.4,28.5,Stressed,Energized
1768,298,28,Male,154,97,Strength,53,758,171,19488,2.19,Low,4.5,1.9,3099,61,38.4,28.5,Stressed,Neutral
1769,9980,27,Male,171,53,Cardio,84,148,94,4796,8.25,Low,4.2,1.9,3832,89,38.4,28.5,Stressed,Neutral
1770,842,30,Female,199,50,Cardio,58,136,95,13253,14.01,Low,6.9,1.9,2972,61,38.4,28.5,Stressed,Energized
1771,7399,55,Male,198,89,HIIT,61,401,150,18219,3.91,Medium,6.5,1.9,2754,61,38.4,28.5,Tired,Energized
1772,5926,28,Male,155,118,Yoga,117,839,102,15615,13.27,Low,4.9,1.9,3319,57,38.4,28.5,Stressed,Energized
1773,4531,43,Male,191,83,Running,17,183,170,4244,1.2,High,5.3,1.9,3216,53,38.4,28.5,Tired,Energized
1774,8800,55,Female,150,59,HIIT,25,564,164,7564,5.43,Medium,6.6,1.9,3855,64,38.4,28.5,Stressed,Energized
1775,2532,22,Male,171,99,Yoga,92,626,90,7142,4.69,Low,4.2,1.9,1961,69,38.4,28.5,Stressed,Energized
1776,4094,58,Male,160,85,Yoga,90,945,130,13693,2.63,High,9.5,1.9,3457,80,38.4,28.5,Neutral,Energized
1777,8048,43,Male,150,119,HIIT,33,147,89,7089,8.89,Medium,6.7,1.9,2392,74,38.4,28.5,Tired,Neutral
1778,8452,35,Female,173,107,HIIT,93,294,106,8688,9.91,Low,4.8,1.9,3099,58,38.4,28.5,Happy,Fatigued
1779,9979,23,Male,176,61,Cycling,112,994,111,12412,13.82,Low,8.7,1.9,1582,89,38.4,28.5,Stressed,Energized
1780,3759,36,Other,153,93,Yoga,19,346,144,14093,11.77,Low,5.1,1.9,2355,54,38.4,28.5,Tired,Energized
1781,327,26,Female,154,116,Yoga,94,638,163,10656,14.32,Medium,6.8,1.9,2137,66,38.4,28.5,Neutral,Energized
1782,7643,53,Male,196,52,Yoga,33,585,89,10337,2.47,High,4.4,1.9,3907,58,38.4,28.5,Stressed,Fatigued
1783,9561,44,Female,182,111,Yoga,70,875,125,6831,13.56,High,7.6,1.9,2523,82,38.4,28.5,Happy,Fatigued
1784,6617,24,Male,178,82,Strength,59,555,179,10167,14.49,High,6.3,1.9,1888,53,38.4,28.5,Happy,Neutral
1785,7714,44,Female,152,96,Cycling,75,146,91,11300,2.98,Low,6.9,1.9,2119,77,38.4,28.5,Neutral,Fatigued
1786,4806,26,Female,151,118,Cardio,44,634,92,19821,12.88,Medium,5.9,1.9,2903,63,38.4,28.5,Neutral,Fatigued
1787,1113,38,Female,177,87,Cardio,22,356,164,8276,9.55,High,9.6,1.9,1537,55,38.4,28.5,Tired,Neutral
1788,6862,52,Male,176,80,Cardio,74,672,164,8650,5.08,Low,9.1,1.9,2634,77,38.4,28.5,Neutral,Neutral
1789,4366,19,Male,172,101,Cycling,43,376,85,14055,11.97,Low,5.4,1.9,3942,64,38.4,28.5,Stressed,Fatigued
1790,6606,55,Male,157,113,Yoga,69,424,124,8306,13.97,Medium,5.5,1.9,2344,84,38.4,28.5,Stressed,Fatigued
1791,7122,51,Female,197,59,Strength,59,403,103,15479,5.85,Medium,7.3,1.9,2742,57,38.4,28.5,Neutral,Fatigued
1792,2586,50,Female,173,118,HIIT,92,270,97,10179,12.09,Low,7.7,1.9,3640,74,38.4,28.5,Tired,Neutral
1793,2916,25,Other,153,63,Yoga,117,788,134,3690,13.22,High,8.0,1.9,3072,54,38.4,28.5,Stressed,Energized
1794,9019,52,Other,197,83,Cycling,54,487,148,17180,14.25,Low,8.5,1.9,3706,63,38.4,28.5,Tired,Neutral
1795,4381,24,Male,190,89,Cardio,117,140,173,3795,14.76,Medium,9.7,1.9,2944,58,38.4,28.5,Tired,Neutral
1796,4249,26,Female,175,100,Cardio,23,506,141,16974,13.67,High,5.3,1.9,2744,71,38.4,28.5,Tired,Energized
1797,1043,50,Male,173,90,HIIT,113,149,89,15621,2.43,Medium,7.8,1.9,2908,57,38.4,28.5,Tired,Neutral
1798,9059,44,Female,198,109,Yoga,29,734,153,10407,0.87,High,7.2,1.9,1849,57,38.4,28.5,Happy,Fatigued
1799,2551,28,Female,164,110,Strength,72,387,114,15081,11.59,Medium,6.0,1.9,3600,78,38.4,28.5,Happy,Energized
1800,9463,26,Female,185,59,Cardio,29,503,168,9050,0.52,Low,7.8,1.9,3639,87,38.4,28.5,Tired,Fatigued
1801,7692,56,Female,192,76,HIIT,96,196,106,3430,9.92,Low,6.6,1.9,1784,64,38.4,28.5,Tired,Fatigued
1802,1718,51,Female,187,96,HIIT,63,683,112,18114,3.86,High,4.9,1.9,3333,54,38.4,28.5,Neutral,Neutral
1803,142,56,Male,150,108,Cycling,52,432,178,4539,4.39,Medium,9.9,1.9,3091,57,38.4,28.5,Tired,Energized
1804,6998,41,Female,194,97,Cycling,94,173,131,1426,7.79,Medium,9.6,1.9,3932,89,38.4,28.5,Happy,Neutral
1805,2789,42,Female,167,62,Cardio,40,866,100,3620,10.17,Medium,6.2,1.9,3013,86,38.4,28.5,Neutral,Fatigued
1806,1237,38,Female,180,61,HIIT,79,696,125,8748,12.72,Low,8.6,1.9,2849,71,38.4,28.5,Stressed,Fatigued
1807,614,35,Male,162,75,Strength,50,540,104,16018,14.06,Medium,6.6,1.9,3207,53,38.4,28.5,Happy,Energized
1808,5639,44,Female,168,116,Strength,82,531,156,13152,3.75,Medium,6.6,1.9,2059,55,38.4,28.5,Tired,Energized
1809,3526,56,Male,170,85,Strength,116,849,122,2692,4.72,High,5.2,1.9,3438,54,38.4,28.5,Neutral,Energized
1810,580,58,Female,195,52,Running,94,947,168,1284,3.68,Medium,7.1,1.9,1804,51,38.4,28.5,Neutral,Neutral
1811,9237,47,Female,183,82,Running,63,333,169,8593,8.7,High,6.8,1.9,3584,72,38.4,28.5,Neutral,Neutral
1812,6270,39,Female,187,100,HIIT,81,447,124,6743,8.16,Low,7.6,1.9,3528,76,38.4,28.5,Stressed,Neutral
1813,728,35,Female,197,99,Cardio,90,285,81,5154,10.21,Low,8.9,1.9,1562,62,38.4,28.5,Stressed,Fatigued
1814,8749,29,Female,176,64,Running,20,535,170,6647,10.1,High,4.1,1.9,3170,75,38.4,28.5,Stressed,Energized
1815,5935,54,Female,185,99,Strength,71,696,113,2603,11.43,Medium,9.0,1.9,2074,54,38.4,28.5,Happy,Energized
1816,5809,49,Female,172,118,Cycling,112,967,128,18604,1.17,Medium,8.0,1.9,2924,70,38.4,28.5,Neutral,Neutral
1817,74,21,Other,199,97,Cycling,55,628,113,18445,6.18,High,4.3,1.9,3656,71,38.4,28.5,Neutral,Fatigued
1818,8280,30,Female,167,74,Cycling,98,129,115,13599,7.97,Medium,10.0,1.9,2004,82,38.4,28.5,Neutral,Neutral
1819,5378,51,Female,161,71,Strength,45,605,149,15583,8.55,Medium,9.1,1.9,2048,65,38.4,28.5,Neutral,Energized
1820,3100,51,Male,192,79,Cycling,42,224,171,17411,14.03,High,5.3,1.9,2059,74,38.4,28.5,Tired,Energized
1821,348,39,Male,178,61,Running,107,110,172,15469,1.31,Low,6.5,1.9,3174,85,38.4,28.5,Neutral,Energized
1822,5416,42,Female,181,95,Running,76,910,84,6805,7.99,Medium,8.9,1.9,3614,69,38.4,28.5,Stressed,Energized
1823,8872,54,Male,178,109,Strength,115,271,137,15183,3.42,High,6.6,1.9,3987,88,38.4,28.5,Tired,Neutral
1824,5130,58,Female,164,58,Running,57,145,89,17500,9.6,Medium,7.5,1.9,1944,74,38.4,28.5,Tired,Neutral
1825,4714,52,Female,188,116,HIIT,30,737,123,10220,10.58,Low,8.8,1.9,1748,85,38.4,28.5,Happy,Fatigued
1826,2150,18,Male,194,102,Yoga,26,770,90,10703,2.71,Medium,6.5,1.9,3148,64,38.4,28.5,Neutral,Fatigued
1827,7441,36,Male,155,66,Cardio,86,419,119,3639,7.48,High,9.8,1.9,3363,55,38.4,28.5,Happy,Neutral
1828,7395,19,Male,192,70,Running,68,171,82,9655,6.35,Medium,7.1,1.9,2573,52,38.4,28.5,Happy,Neutral
1829,6477,57,Female,198,101,Cardio,115,102,149,16191,13.68,High,6.9,1.9,3827,76,38.4,28.5,Happy,Energized
1830,1501,44,Female,181,78,Cycling,99,100,135,8535,6.74,Medium,7.5,1.9,1971,87,38.4,28.5,Tired,Fatigued
1831,5230,36,Male,165,103,Cardio,20,540,86,11963,4.16,Low,8.5,1.9,3252,86,38.4,28.5,Stressed,Neutral
1832,2656,30,Male,150,69,Running,68,983,121,15384,6.05,Low,9.1,1.9,2971,60,38.4,28.5,Neutral,Energized
1833,8404,30,Male,160,62,HIIT,108,834,146,12047,9.49,High,5.3,1.9,3997,59,38.4,28.5,Stressed,Fatigued
1834,9532,37,Male,175,87,HIIT,92,760,105,1356,3.09,High,5.8,1.9,2145,70,38.4,28.5,Neutral,Neutral
1835,3266,40,Female,181,108,Cycling,20,936,96,8436,13.45,Low,8.6,1.9,3781,78,38.4,28.5,Happy,Energized
1836,1300,31,Female,175,79,Strength,92,384,119,11507,0.74,Low,9.6,1.9,2761,56,38.4,28.5,Tired,Energized
1837,8311,50,Female,193,79,Strength,85,371,102,2733,14.72,High,8.8,1.9,3838,87,38.4,28.5,Happy,Fatigued
1838,5162,46,Female,173,66,Yoga,75,508,147,7847,11.41,Medium,6.2,1.9,3968,62,38.4,28.5,Stressed,Fatigued
1839,4054,40,Male,164,88,Cardio,56,365,110,2700,10.12,Medium,8.5,1.9,2224,52,38.4,28.5,Tired,Energized
1840,3252,46,Female,190,101,Yoga,108,363,162,11315,2.98,Medium,8.4,1.9,1676,76,38.4,28.5,Tired,Fatigued
1841,6282,19,Female,160,69,Cycling,39,878,116,4221,2.06,Low,5.2,1.9,2859,67,38.4,28.5,Tired,Neutral
1842,5595,39,Female,196,92,Strength,71,583,83,19005,6.31,Low,9.7,1.9,3144,71,38.4,28.5,Happy,Neutral
1843,5477,34,Male,170,73,Yoga,89,630,167,8370,11.27,Medium,6.0,1.9,2619,75,38.4,28.5,Happy,Fatigued
1844,77,20,Male,165,100,Cycling,52,447,112,4614,2.91,High,9.1,1.9,3871,51,38.4,28.5,Happy,Fatigued
1845,9763,22,Female,184,113,Cardio,42,360,107,14788,11.58,High,4.2,1.9,2816,55,38.4,28.5,Neutral,Neutral
1846,2057,35,Male,150,54,Cardio,40,553,103,4000,14.58,Low,9.0,1.9,2041,58,38.4,28.5,Happy,Energized
1847,7140,33,Female,179,110,Cardio,49,613,131,3915,10.21,Medium,8.8,1.9,1548,79,38.4,28.5,Stressed,Energized
1848,6587,25,Other,169,83,Cardio,100,724,108,5962,13.64,Low,5.0,1.9,2445,62,38.4,28.5,Happy,Fatigued
1849,4239,43,Male,185,61,Strength,47,934,117,11484,13.54,Low,9.3,1.9,1867,66,38.4,28.5,Tired,Fatigued
1850,2447,39,Other,189,96,HIIT,12,504,157,13551,11.1,Low,4.2,1.9,3295,61,38.4,28.5,Stressed,Fatigued
1851,5834,37,Male,157,71,HIIT,23,649,115,5931,2.95,Medium,8.3,1.9,2741,76,38.4,28.5,Neutral,Neutral
1852,7326,40,Female,170,75,HIIT,70,115,104,6819,6.61,Medium,6.1,1.9,2501,72,38.4,28.5,Stressed,Energized
1853,7443,46,Male,158,83,Strength,99,795,171,18406,14.12,Low,7.5,1.9,3062,66,38.4,28.5,Neutral,Neutral
1854,5499,46,Female,174,99,HIIT,63,320,147,12763,10.61,High,8.5,1.9,3668,50,38.4,28.5,Tired,Fatigued
1855,6569,22,Female,197,67,Cardio,105,535,127,3190,1.41,High,5.2,1.9,2170,56,38.4,28.5,Happy,Fatigued
1856,9525,59,Male,166,111,Cycling,18,360,86,5564,10.66,Medium,9.0,1.9,1929,64,38.4,28.5,Neutral,Fatigued
1857,8012,53,Male,189,87,Running,25,837,120,13036,8.35,Medium,5.2,1.9,3959,62,38.4,28.5,Happy,Fatigued
1858,769,50,Male,178,92,Running,73,606,166,9312,0.88,High,4.5,1.9,2618,75,38.4,28.5,Tired,Neutral
1859,3905,29,Female,153,81,Yoga,76,991,125,6309,14.11,Low,6.4,1.9,1575,67,38.4,28.5,Happy,Neutral
1860,1488,24,Female,166,58,Cycling,95,689,102,3621,11.28,Medium,8.1,1.9,2698,55,38.4,28.5,Tired,Neutral
1861,7713,49,Female,150,70,Cycling,41,449,105,6747,3.19,High,9.6,1.9,1691,68,38.4,28.5,Happy,Fatigued
1862,3448,30,Female,189,99,Cardio,77,158,160,10102,2.06,Medium,4.9,1.9,2800,73,38.4,28.5,Tired,Neutral
1863,3824,23,Female,163,74,Yoga,11,653,98,13503,3.28,High,5.7,1.9,2180,75,38.4,28.5,Neutral,Fatigued
1864,1769,53,Female,199,102,Strength,76,931,169,6842,10.4,Medium,6.0,1.9,3769,57,38.4,28.5,Tired,Neutral
1865,314,19,Male,152,71,Cycling,34,484,134,2900,13.04,Low,4.9,1.9,2893,63,38.4,28.5,Stressed,Energized
1866,1843,35,Female,180,95,Running,70,834,116,2422,1.06,Low,9.3,1.9,2698,78,38.4,28.5,Neutral,Neutral
1867,8326,49,Female,174,87,Running,82,697,92,11300,14.81,Low,7.1,1.9,3204,56,38.4,28.5,Neutral,Energized
1868,4847,29,Female,164,63,Cardio,19,835,106,19572,4.78,High,9.4,1.9,1576,82,38.4,28.5,Happy,Energized
1869,6732,48,Female,181,114,HIIT,14,661,158,10340,7.77,Low,5.9,1.9,1557,68,38.4,28.5,Stressed,Fatigued
1870,2869,47,Female,174,96,Cycling,67,796,164,11095,9.45,High,7.1,1.9,2500,79,38.4,28.5,Stressed,Fatigued
1871,6759,52,Male,181,86,Yoga,86,306,167,5045,9.85,Low,7.5,1.9,2402,62,38.4,28.5,Happy,Fatigued
1872,6745,27,Male,164,55,Cycling,75,112,115,5559,14.62,High,7.9,1.9,2106,65,38.4,28.5,Happy,Fatigued
1873,6621,31,Female,197,90,Cardio,33,960,119,2843,4.03,Low,7.0,1.9,2720,89,38.4,28.5,Tired,Energized
1874,1238,29,Female,168,108,Cardio,43,281,149,16244,11.74,Medium,5.1,1.9,3348,51,38.4,28.5,Neutral,Neutral
1875,8024,58,Male,177,74,Strength,82,995,127,6650,5.81,Low,8.9,1.9,3524,86,38.4,28.5,Stressed,Energized
1876,8714,23,Female,165,103,Yoga,20,799,121,12814,1.0,Low,8.9,1.9,3457,53,38.4,28.5,Happy,Neutral
1877,324,33,Female,194,98,Running,31,368,141,10012,3.16,Medium,5.2,1.9,3868,62,38.4,28.5,Happy,Energized
1878,8448,46,Male,172,74,Cycling,51,106,171,8164,8.66,Low,4.5,1.9,2448,59,38.4,28.5,Happy,Fatigued
1879,7414,25,Male,167,69,Cycling,74,783,116,14522,0.76,High,9.1,1.9,3731,50,38.4,28.5,Stressed,Fatigued
1880,240,23,Male,187,87,Running,17,310,107,12789,5.15,Low,8.8,1.9,2837,54,38.4,28.5,Tired,Energized
1881,8943,28,Male,176,54,Cardio,28,490,118,11054,8.96,Low,5.7,1.9,3978,53,38.4,28.5,Neutral,Fatigued
1882,2054,55,Female,199,60,HIIT,41,938,107,18652,11.11,Medium,4.3,1.9,1770,87,38.4,28.5,Neutral,Neutral
1883,6959,23,Female,195,74,Cycling,19,632,85,1506,6.25,Low,5.0,1.9,2869,80,38.4,28.5,Happy,Energized
1884,2195,42,Male,172,58,Running,108,544,96,10281,7.01,Medium,4.4,1.9,3746,53,38.4,28.5,Stressed,Neutral
1885,2504,53,Male,175,77,Cardio,42,155,143,14750,1.38,Low,4.8,1.9,2765,80,38.4,28.5,Neutral,Fatigued
1886,2896,27,Male,179,99,Yoga,71,845,175,16648,3.41,Low,4.7,1.9,3530,72,38.4,28.5,Neutral,Energized
1887,8102,58,Male,151,119,Cardio,119,268,82,6223,14.85,Medium,5.5,1.9,1738,61,38.4,28.5,Tired,Fatigued
1888,2406,56,Male,157,87,Cardio,67,660,134,4224,6.71,Low,6.3,1.9,2330,53,38.4,28.5,Tired,Energized
1889,3425,52,Male,170,84,HIIT,107,809,126,5101,7.65,Low,8.9,1.9,2436,67,38.4,28.5,Stressed,Fatigued
1890,9410,18,Female,150,86,Cycling,69,286,108,7051,9.47,Medium,9.3,1.9,2538,80,38.4,28.5,Tired,Fatigued
1891,1315,47,Male,186,111,Yoga,81,762,93,6900,13.57,High,7.3,1.9,3256,56,38.4,28.5,Tired,Fatigued
1892,2446,40,Female,192,82,HIIT,112,898,90,4215,4.13,High,6.4,1.9,2036,53,38.4,28.5,Tired,Energized
1893,8463,59,Male,170,82,Cardio,65,137,174,13141,13.89,Low,9.4,1.9,3291,73,38.4,28.5,Tired,Energized
1894,3131,47,Male,154,107,Yoga,88,486,84,5110,8.56,High,8.1,1.9,1822,60,38.4,28.5,Neutral,Neutral
